"","sub","consistency","rotation","imgID","imagename","correct","response_time"
"955",16,"incon","canon",19,"019_Drucker_Heimdrucker",1,729
"956",16,"incon","noncanon",71,"071_Stuhl_Schreibtischstuhl",1,508
"957",16,"con","noncanon",120,"120_Knoblauch",1,613
"958",16,"con","canon",32,"032_Kopfhoerer_Earbudohrhoerer",1,551
"959",16,"incon","canon",6,"006_Bett_Einzelbett",1,791
"960",16,"con","canon",76,"076_Tisch_Holztisch",1,635
"961",17,"con","canon",53,"053_Regal_Wandregal",0,559
"962",17,"con","canon",101,"101_Becken_Waschbecken",1,659
"963",17,"incon","noncanon",66,"066_Stuhl_Barstuhl",0,577
"964",17,"incon","noncanon",74,"074_Telefon_Smartphone",0,644
"965",17,"incon","canon",78,"078_Tisch_Sofatisch",1,595
"966",17,"incon","canon",115,"115_Kaefig_Vogelkaefig",1,364
"967",17,"con","canon",116,"116_Kamin",0,337
"968",17,"incon","noncanon",39,"039_Wasserkocher_moderner_Wasserkocher",1,350
"969",17,"con","noncanon",38,"038_Toaster_2ScheibenToaster",1,557
"970",17,"con","canon",79,"079_Tisch_Schreibtisch",1,356
"971",17,"incon","noncanon",62,"062_Sofa_Dreiersofa",1,358
"972",17,"con","noncanon",28,"028_Wasserkocher_retroWasserkocher",1,351
"973",17,"con","canon",100,"100_Besteck_Loeffel",1,398
"974",17,"con","noncanon",60,"060_Sitzbank_Schaukelbank",1,344
"975",17,"incon","noncanon",6,"006_Bett_Einzelbett",1,392
"976",17,"incon","canon",49,"049_Nuss_Pistazie",1,303
"977",17,"incon","canon",35,"035_Kaffeemaschine_Espressomaschine",1,334
"978",17,"con","noncanon",75,"075_Tisch_Etagentisch",1,450
"979",17,"con","canon",90,"090_Flugzeug_Zweiteweltkriegsflieger",1,484
"980",17,"con","canon",24,"024_Glas_Trinkglas",1,366
"981",17,"incon","noncanon",83,"083_Ventilator_Standventilator",1,379
"982",17,"incon","noncanon",98,"098_Auto_Van",1,383
"983",17,"incon","canon",106,"106_Hydrant",1,346
"984",17,"incon","noncanon",71,"071_Stuhl_Schreibtischstuhl",1,361
"985",17,"con","canon",55,"055_Schrank_Kleiderschrank",1,352
"986",17,"con","noncanon",21,"021_Gitarre_Akustikgitarre",1,380
"987",17,"incon","noncanon",59,"059_Sitzbank_Holzbank_ohne_Lehne",1,379
"988",17,"incon","canon",77,"077_Tisch_Rundtisch",1,334
"989",17,"con","noncanon",117,"117_Muffin",0,424
"990",17,"con","noncanon",92,"092_Boot_Ruderboot",1,424
"991",17,"incon","noncanon",103,"103_Zahnbuerste",1,361
"992",17,"con","noncanon",47,"047_Nuss_Erdnuss",1,319
"993",17,"con","canon",69,"069_Stuhl_Rollstuhl",1,347
"994",17,"con","canon",72,"072_Sessel_Ledersessel",1,422
"995",17,"incon","canon",36,"036_Roller",1,330
"996",17,"incon","noncanon",70,"070_Stuhl_Schalenstuhl",0,277
"997",17,"con","noncanon",13,"013_Blume_Rosen",1,461
"998",17,"incon","noncanon",109,"109_Router",1,400
"999",17,"con","noncanon",37,"037_Mixer_Standmixer",1,266
"1000",17,"con","noncanon",120,"120_Knoblauch",0,292
"1001",17,"con","noncanon",52,"052_Regal_Metallregal",1,473
"1002",17,"con","canon",96,"096_Auto_Oldtimer",1,326
"1003",17,"con","noncanon",118,"118_Pilz_Champignon",1,376
"1004",17,"incon","canon",113,"113_Brezel",1,272
"1005",17,"con","canon",15,"015_Blume_Tulpen",1,302
"1006",17,"incon","canon",68,"068_Stuhl_Holzstuhl",1,471
"1007",17,"con","noncanon",42,"042_Lampe_Stehlampe",1,318
"1008",17,"con","noncanon",8,"008_Bildschirm_Desktop",1,252
"1009",17,"con","noncanon",102,"102_Bett_Kinderbett",1,272
"1010",17,"incon","noncanon",108,"108_MP3player",0,409
"1011",17,"incon","canon",9,"009_Bildschirm_Flachbildfernseher",1,411
"1012",17,"con","canon",25,"025_Glas_Weinglas",1,308
"1013",17,"incon","noncanon",31,"031_Muelltonne",1,355
"1014",17,"con","noncanon",105,"105_Geschenk",1,348
"1015",17,"incon","canon",10,"010_Blume_Gaenseblume",1,368
"1016",17,"con","canon",34,"034_Korb_Waeschekorb",1,323
"1017",17,"con","noncanon",54,"054_Schrank_Bueroschrank",1,361
"1018",17,"incon","noncanon",46,"046_Besteck_Messer",1,565
"1019",17,"incon","canon",1,"001_Baum_Bonsai",0,268
"1020",17,"incon","canon",93,"093_Boot_Kanu",1,521
"1021",17,"incon","canon",33,"033_Kopfhoerer_Muschelkopfhoerer",1,296
"1022",17,"con","noncanon",104,"104_Fahrradstaender",1,307
"1023",17,"incon","canon",88,"088_Flugzeug_Kampfflieger",1,329
"1024",17,"con","canon",20,"020_Drucker_Multifunktionsdrucker",1,460
"1025",17,"con","canon",114,"114_Brokkoli",1,313
"1026",17,"con","canon",95,"095_Boot_Kreuzfahrtschiff",1,467
"1027",17,"incon","canon",107,"107_Kranz_Adventskranz",1,601
"1028",17,"con","canon",119,"119_Paprika",1,328
"1029",17,"con","canon",18,"018_Computer_Tablet",0,54
"1030",17,"con","noncanon",14,"014_Blume_Sonnenblume",1,160
"1031",17,"incon","canon",40,"040_Lampe_Deckenlampe",1,191
"1032",17,"incon","noncanon",112,"112_Wanne_Badewanne",1,254
"1033",17,"incon","noncanon",27,"027_Kamera_Spiegelreflexkamera",1,148
"1034",17,"incon","noncanon",82,"082_Schaukelpferd",1,163
"1035",17,"con","noncanon",67,"067_Stuhl_Buerostuhl",1,156
"1036",17,"con","noncanon",56,"056_Seife_Fluessigseife",0,154
"1037",17,"con","canon",110,"110_Tretauto",1,771
"1038",17,"incon","noncanon",80,"080_Uhr_Armbanduhr",1,284
"1039",17,"incon","noncanon",85,"085_Auto_Pickuptruck",1,308
"1040",17,"con","noncanon",81,"081_Uhr_Digitaluhr",0,443
"1041",17,"incon","canon",45,"045_Lampe_Wandlampe",1,431
"1042",17,"con","canon",44,"044_Lampe_Tischleuchte",1,72
"1043",17,"incon","noncanon",61,"061_Sitzbank_Baumbank",1,164
"1044",17,"incon","noncanon",91,"091_Flugzeug_Segelflieger",1,341
"1045",17,"con","noncanon",32,"032_Kopfhoerer_Earbudohrhoerer",1,382
"1046",17,"incon","canon",64,"064_Sofa_Ledersofa",0,271
"1047",17,"con","noncanon",99,"099_Eimer_Wassereimer",1,241
"1048",17,"incon","canon",30,"030_Wippe",1,530
"1049",17,"con","noncanon",12,"012_Blume_Orchidee",1,346
"1050",17,"con","canon",41,"041_Lampe_Schreibtischlampe",0,314
"1051",17,"incon","canon",57,"057_Seife_Kernseife",0,454
"1052",17,"incon","canon",22,"022_Gitarre_Elektrogitarre",1,293
"1053",17,"con","canon",50,"050_Nuss_Wallnuss",1,316
"1054",17,"con","noncanon",87,"087_Auto_Panzer",1,490
"1055",17,"incon","noncanon",4,"004_Baum_Weide",1,219
"1056",17,"con","canon",11,"011_Blume_Kaktus",1,362
"1057",17,"con","canon",5,"005_Bett_Doppelbett",1,465
"1058",17,"con","canon",2,"002_Baum_Palme",1,289
"1059",17,"con","canon",3,"003_Baum_Tanne",1,299
"1060",17,"con","canon",97,"097_Besteck_Gabel",1,615
"1061",17,"incon","canon",23,"023_Glas_Sektglas",1,319
"1062",17,"con","canon",76,"076_Tisch_Holztisch",1,306
"1063",17,"con","noncanon",51,"051_Regal_Holzregal",1,342
"1064",17,"incon","noncanon",63,"063_Sofa_Ecksofa",1,336
"1065",17,"incon","canon",48,"048_Nuss_Mandel",1,272
"1066",17,"incon","canon",26,"026_Kamera_Digitalkamera",1,359
"1067",17,"incon","noncanon",19,"019_Drucker_Heimdrucker",0,284
"1068",17,"incon","canon",58,"058_Sitzbank_Holzbank_mit_Lehne",1,393
"1069",17,"incon","canon",73,"073_Telefon_Schnurtelefon",1,320
"1070",17,"incon","noncanon",17,"017_Computer_PC",1,385
"1071",17,"incon","noncanon",111,"111_Wagen_Einkaufswagen",1,298
"1072",17,"con","canon",16,"016_Computer_Laptop",1,229
"1073",17,"con","noncanon",86,"086_Auto_Polizeiauto",1,191
"1074",17,"incon","canon",94,"094_Boot_Segelschiff",0,373
"1075",17,"incon","canon",7,"007_Bett_Krankenhausbett",1,516
"1076",17,"incon","noncanon",65,"065_Sofa_Zweiersofa",1,317
"1077",17,"con","noncanon",29,"029_Klavier_Fluegel",1,384
"1078",17,"incon","noncanon",84,"084_Ventilator_Tischventilator",1,292
"1079",17,"incon","noncanon",89,"089_Eimer_Muelleimer",1,278
"1080",17,"incon","canon",43,"043_Lampe_Strassenlaterne",1,266
"1081",18,"incon","noncanon",73,"073_Telefon_Schnurtelefon",0,470
"1082",18,"incon","canon",104,"104_Fahrradstaender",1,541
"1083",18,"con","noncanon",114,"114_Brokkoli",0,537
"1084",18,"con","canon",61,"061_Sitzbank_Baumbank",1,857
"1085",18,"con","canon",63,"063_Sofa_Ecksofa",1,689
"1086",18,"incon","canon",120,"120_Knoblauch",1,650
"1087",18,"incon","canon",38,"038_Toaster_2ScheibenToaster",1,631
"1088",18,"con","canon",103,"103_Zahnbuerste",1,369
"1089",18,"con","canon",6,"006_Bett_Einzelbett",1,783
"1090",18,"con","canon",80,"080_Uhr_Armbanduhr",1,415
"1091",18,"con","canon",39,"039_Wasserkocher_moderner_Wasserkocher",1,342
"1092",18,"incon","noncanon",115,"115_Kaefig_Vogelkaefig",1,359
"1093",18,"incon","noncanon",43,"043_Lampe_Strassenlaterne",1,1000
"1094",18,"incon","canon",87,"087_Auto_Panzer",1,726
"1095",18,"incon","noncanon",40,"040_Lampe_Deckenlampe",1,458
"1096",18,"con","canon",109,"109_Router",1,529
"1097",18,"incon","noncanon",35,"035_Kaffeemaschine_Espressomaschine",0,938
"1098",18,"con","canon",84,"084_Ventilator_Tischventilator",1,396
"1099",18,"con","noncanon",3,"003_Baum_Tanne",1,541
"1100",18,"incon","noncanon",26,"026_Kamera_Digitalkamera",0,788
"1101",18,"con","canon",111,"111_Wagen_Einkaufswagen",1,414
"1102",18,"incon","canon",56,"056_Seife_Fluessigseife",1,561
"1103",18,"incon","canon",118,"118_Pilz_Champignon",1,404
"1104",18,"con","noncanon",96,"096_Auto_Oldtimer",1,266
"1105",18,"incon","canon",52,"052_Regal_Metallregal",1,602
"1106",18,"incon","noncanon",9,"009_Bildschirm_Flachbildfernseher",1,588
"1107",18,"con","canon",74,"074_Telefon_Smartphone",1,378
"1108",18,"con","noncanon",72,"072_Sessel_Ledersessel",1,257
"1109",18,"incon","canon",67,"067_Stuhl_Buerostuhl",1,244
"1110",18,"incon","noncanon",93,"093_Boot_Kanu",0,1486
"1111",18,"con","canon",112,"112_Wanne_Badewanne",1,364
"1112",18,"con","noncanon",25,"025_Glas_Weinglas",1,429
"1113",18,"con","noncanon",95,"095_Boot_Kreuzfahrtschiff",1,451
"1114",18,"incon","canon",75,"075_Tisch_Etagentisch",1,350
"1115",18,"incon","canon",13,"013_Blume_Rosen",1,414
"1116",18,"con","noncanon",116,"116_Kamin",1,653
"1117",18,"con","canon",89,"089_Eimer_Muelleimer",0,388
"1118",18,"incon","noncanon",68,"068_Stuhl_Holzstuhl",1,505
"1119",18,"incon","canon",29,"029_Klavier_Fluegel",1,401
"1120",18,"incon","noncanon",1,"001_Baum_Bonsai",1,269
"1121",18,"con","noncanon",110,"110_Tretauto",1,372
"1122",18,"incon","canon",60,"060_Sitzbank_Schaukelbank",1,449
"1123",18,"incon","noncanon",36,"036_Roller",1,600
"1124",18,"incon","canon",37,"037_Mixer_Standmixer",1,387
"1125",18,"con","noncanon",20,"020_Drucker_Multifunktionsdrucker",1,612
"1126",18,"con","noncanon",76,"076_Tisch_Holztisch",1,335
"1127",18,"con","noncanon",50,"050_Nuss_Wallnuss",1,767
"1128",18,"con","canon",85,"085_Auto_Pickuptruck",1,289
"1129",18,"con","noncanon",53,"053_Regal_Wandregal",1,712
"1130",18,"con","canon",65,"065_Sofa_Zweiersofa",0,381
"1131",18,"con","noncanon",100,"100_Besteck_Loeffel",1,374
"1132",18,"incon","canon",99,"099_Eimer_Wassereimer",1,338
"1133",18,"incon","noncanon",107,"107_Kranz_Adventskranz",1,306
"1134",18,"con","noncanon",15,"015_Blume_Tulpen",1,306
"1135",18,"incon","canon",105,"105_Geschenk",1,357
"1136",18,"con","noncanon",69,"069_Stuhl_Rollstuhl",1,252
"1137",18,"con","noncanon",90,"090_Flugzeug_Zweiteweltkriegsflieger",1,449
"1138",18,"incon","noncanon",58,"058_Sitzbank_Holzbank_mit_Lehne",1,295
"1139",18,"incon","canon",102,"102_Bett_Kinderbett",1,344
"1140",18,"con","canon",27,"027_Kamera_Spiegelreflexkamera",0,518
"1141",18,"con","noncanon",11,"011_Blume_Kaktus",1,252
"1142",18,"con","canon",83,"083_Ventilator_Standventilator",1,307
"1143",18,"incon","noncanon",78,"078_Tisch_Sofatisch",0,613
"1144",18,"con","canon",82,"082_Schaukelpferd",1,335
"1145",18,"con","noncanon",34,"034_Korb_Waeschekorb",1,301
"1146",18,"incon","canon",42,"042_Lampe_Stehlampe",1,363
"1147",18,"con","canon",91,"091_Flugzeug_Segelflieger",1,269
"1148",18,"incon","noncanon",106,"106_Hydrant",1,229
"1149",18,"incon","noncanon",57,"057_Seife_Kernseife",1,199
"1150",18,"incon","canon",51,"051_Regal_Holzregal",1,247
"1151",18,"con","noncanon",2,"002_Baum_Palme",1,231
"1152",18,"con","noncanon",79,"079_Tisch_Schreibtisch",1,195
"1153",18,"incon","noncanon",113,"113_Brezel",1,453
"1154",18,"con","canon",31,"031_Muelltonne",1,559
"1155",18,"incon","canon",8,"008_Bildschirm_Desktop",1,315
"1156",18,"con","canon",66,"066_Stuhl_Barstuhl",1,366
"1157",18,"incon","noncanon",94,"094_Boot_Segelschiff",1,797
"1158",18,"con","canon",70,"070_Stuhl_Schalenstuhl",1,332
"1159",18,"con","noncanon",5,"005_Bett_Doppelbett",1,475
"1160",18,"incon","canon",81,"081_Uhr_Digitaluhr",1,380
"1161",18,"con","noncanon",41,"041_Lampe_Schreibtischlampe",1,391
"1162",18,"con","noncanon",101,"101_Becken_Waschbecken",1,244
"1163",18,"incon","noncanon",23,"023_Glas_Sektglas",1,309
"1164",18,"con","noncanon",18,"018_Computer_Tablet",0,975
"1165",18,"con","canon",71,"071_Stuhl_Schreibtischstuhl",1,336
"1166",18,"incon","canon",92,"092_Boot_Ruderboot",1,306
"1167",18,"incon","canon",28,"028_Wasserkocher_retroWasserkocher",1,348
"1168",18,"con","canon",4,"004_Baum_Weide",1,395
"1169",18,"con","canon",59,"059_Sitzbank_Holzbank_ohne_Lehne",1,471
"1170",18,"incon","canon",32,"032_Kopfhoerer_Earbudohrhoerer",1,345
"1171",18,"con","noncanon",97,"097_Besteck_Gabel",1,353
"1172",18,"con","noncanon",119,"119_Paprika",1,645
"1173",18,"incon","canon",14,"014_Blume_Sonnenblume",1,353
"1174",18,"con","noncanon",24,"024_Glas_Trinkglas",1,337
"1175",18,"incon","canon",47,"047_Nuss_Erdnuss",1,416
"1176",18,"con","canon",62,"062_Sofa_Dreiersofa",1,396
"1177",18,"incon","noncanon",77,"077_Tisch_Rundtisch",1,911
"1178",18,"incon","noncanon",48,"048_Nuss_Mandel",1,750
"1179",18,"incon","noncanon",88,"088_Flugzeug_Kampfflieger",1,329
"1180",18,"incon","noncanon",7,"007_Bett_Krankenhausbett",0,920
"1181",18,"con","canon",17,"017_Computer_PC",1,555
"1182",18,"incon","canon",12,"012_Blume_Orchidee",1,423
"1183",18,"incon","canon",54,"054_Schrank_Bueroschrank",1,620
"1184",18,"incon","noncanon",10,"010_Blume_Gaenseblume",1,258
"1185",18,"incon","canon",117,"117_Muffin",1,449
"1186",18,"incon","noncanon",33,"033_Kopfhoerer_Muschelkopfhoerer",1,862
"1187",18,"con","noncanon",44,"044_Lampe_Tischleuchte",1,414
"1188",18,"con","canon",46,"046_Besteck_Messer",1,318
"1189",18,"incon","noncanon",45,"045_Lampe_Wandlampe",1,457
"1190",18,"incon","noncanon",49,"049_Nuss_Pistazie",1,314
"1191",18,"incon","canon",86,"086_Auto_Polizeiauto",1,375
"1192",18,"con","noncanon",16,"016_Computer_Laptop",1,510
"1193",18,"con","canon",108,"108_MP3player",1,631
"1194",18,"incon","noncanon",64,"064_Sofa_Ledersofa",0,509
"1195",18,"con","canon",19,"019_Drucker_Heimdrucker",1,459
"1196",18,"con","noncanon",55,"055_Schrank_Kleiderschrank",1,303
"1197",18,"incon","noncanon",30,"030_Wippe",0,474
"1198",18,"con","canon",98,"098_Auto_Van",1,252
"1199",18,"incon","noncanon",22,"022_Gitarre_Elektrogitarre",0,502
"1200",18,"incon","canon",21,"021_Gitarre_Akustikgitarre",1,341
"1201",19,"incon","canon",112,"112_Wanne_Badewanne",1,450
"1202",19,"con","canon",29,"029_Klavier_Fluegel",1,598
"1203",19,"incon","canon",31,"031_Muelltonne",1,500
"1204",19,"incon","noncanon",34,"034_Korb_Waeschekorb",1,441
"1205",19,"incon","canon",61,"061_Sitzbank_Baumbank",1,649
"1206",19,"con","noncanon",64,"064_Sofa_Ledersofa",0,820
"1207",19,"con","canon",118,"118_Pilz_Champignon",1,441
"1208",19,"con","canon",28,"028_Wasserkocher_retroWasserkocher",1,474
"1209",19,"con","noncanon",30,"030_Wippe",1,964
"1210",19,"incon","canon",59,"059_Sitzbank_Holzbank_ohne_Lehne",1,555
"1211",19,"con","noncanon",58,"058_Sitzbank_Holzbank_mit_Lehne",1,942
"1212",19,"incon","noncanon",116,"116_Kamin",1,831
"1213",19,"incon","noncanon",16,"016_Computer_Laptop",0,668
"1214",19,"incon","noncanon",2,"002_Baum_Palme",1,632
"1215",19,"incon","canon",98,"098_Auto_Van",1,457
"1216",19,"con","canon",99,"099_Eimer_Wassereimer",1,583
"1217",19,"con","canon",87,"087_Auto_Panzer",1,782
"1218",19,"incon","canon",83,"083_Ventilator_Standventilator",1,414
"1219",19,"incon","canon",91,"091_Flugzeug_Segelflieger",1,491
"1220",19,"incon","canon",6,"006_Bett_Einzelbett",0,688
"1221",19,"incon","canon",17,"017_Computer_PC",1,872
"1222",19,"con","noncanon",107,"107_Kranz_Adventskranz",1,497
"1223",19,"con","noncanon",115,"115_Kaefig_Vogelkaefig",0,788
"1224",19,"incon","noncanon",90,"090_Flugzeug_Zweiteweltkriegsflieger",1,408
"1225",19,"incon","noncanon",110,"110_Tretauto",1,611
"1226",19,"con","canon",117,"117_Muffin",1,554
"1227",19,"con","canon",120,"120_Knoblauch",1,375
"1228",19,"con","noncanon",23,"023_Glas_Sektglas",1,754
"1229",19,"incon","canon",62,"062_Sofa_Dreiersofa",1,498
"1230",19,"con","noncanon",93,"093_Boot_Kanu",0,792
"1231",19,"con","noncanon",88,"088_Flugzeug_Kampfflieger",1,446
"1232",19,"incon","canon",71,"071_Stuhl_Schreibtischstuhl",1,448
"1233",19,"con","noncanon",9,"009_Bildschirm_Flachbildfernseher",1,761
"1234",19,"con","canon",54,"054_Schrank_Bueroschrank",1,713
"1235",19,"incon","noncanon",11,"011_Blume_Kaktus",1,698
"1236",19,"con","canon",13,"013_Blume_Rosen",1,409
"1237",19,"con","noncanon",43,"043_Lampe_Strassenlaterne",1,524
"1238",19,"con","noncanon",7,"007_Bett_Krankenhausbett",0,577
"1239",19,"con","noncanon",35,"035_Kaffeemaschine_Espressomaschine",1,800
"1240",19,"con","noncanon",26,"026_Kamera_Digitalkamera",1,535
"1241",19,"con","noncanon",73,"073_Telefon_Schnurtelefon",1,732
"1242",19,"incon","noncanon",72,"072_Sessel_Ledersessel",1,503
"1243",19,"incon","noncanon",76,"076_Tisch_Holztisch",1,465
"1244",19,"incon","canon",65,"065_Sofa_Zweiersofa",1,401
"1245",19,"incon","noncanon",3,"003_Baum_Tanne",1,432
"1246",19,"con","canon",67,"067_Stuhl_Buerostuhl",1,379
"1247",19,"con","canon",60,"060_Sitzbank_Schaukelbank",1,749
"1248",19,"con","canon",52,"052_Regal_Metallregal",1,503
"1249",19,"con","canon",56,"056_Seife_Fluessigseife",1,639
"1250",19,"con","canon",81,"081_Uhr_Digitaluhr",1,606
"1251",19,"incon","canon",85,"085_Auto_Pickuptruck",1,395
"1252",19,"incon","noncanon",95,"095_Boot_Kreuzfahrtschiff",1,615
"1253",19,"incon","canon",80,"080_Uhr_Armbanduhr",1,414
"1254",19,"incon","canon",82,"082_Schaukelpferd",1,596
"1255",19,"incon","noncanon",101,"101_Becken_Waschbecken",1,495
"1256",19,"con","noncanon",45,"045_Lampe_Wandlampe",1,498
"1257",19,"con","canon",105,"105_Geschenk",1,454
"1258",19,"con","canon",32,"032_Kopfhoerer_Earbudohrhoerer",1,415
"1259",19,"con","noncanon",48,"048_Nuss_Mandel",1,349
"1260",19,"con","canon",42,"042_Lampe_Stehlampe",1,393
"1261",19,"incon","canon",46,"046_Besteck_Messer",0,813
"1262",19,"con","canon",86,"086_Auto_Polizeiauto",1,514
"1263",19,"incon","noncanon",20,"020_Drucker_Multifunktionsdrucker",1,1007
"1264",19,"incon","canon",63,"063_Sofa_Ecksofa",1,518
"1265",19,"con","noncanon",78,"078_Tisch_Sofatisch",1,682
"1266",19,"con","noncanon",94,"094_Boot_Segelschiff",1,726
"1267",19,"con","noncanon",10,"010_Blume_Gaenseblume",1,479
"1268",19,"con","canon",104,"104_Fahrradstaender",1,657
"1269",19,"incon","noncanon",96,"096_Auto_Oldtimer",1,500
"1270",19,"incon","noncanon",25,"025_Glas_Weinglas",1,515
"1271",19,"incon","noncanon",97,"097_Besteck_Gabel",1,589
"1272",19,"incon","noncanon",5,"005_Bett_Doppelbett",1,577
"1273",19,"incon","canon",19,"019_Drucker_Heimdrucker",1,774
"1274",19,"incon","canon",109,"109_Router",1,671
"1275",19,"con","canon",47,"047_Nuss_Erdnuss",1,559
"1276",19,"incon","noncanon",44,"044_Lampe_Tischleuchte",1,500
"1277",19,"incon","canon",103,"103_Zahnbuerste",1,439
"1278",19,"incon","noncanon",18,"018_Computer_Tablet",0,698
"1279",19,"con","noncanon",106,"106_Hydrant",1,427
"1280",19,"incon","noncanon",41,"041_Lampe_Schreibtischlampe",1,844
"1281",19,"con","canon",51,"051_Regal_Holzregal",1,319
"1282",19,"incon","canon",111,"111_Wagen_Einkaufswagen",1,442
"1283",19,"con","noncanon",33,"033_Kopfhoerer_Muschelkopfhoerer",1,385
"1284",19,"con","canon",92,"092_Boot_Ruderboot",1,409
"1285",19,"incon","noncanon",55,"055_Schrank_Kleiderschrank",1,605
"1286",19,"con","noncanon",1,"001_Baum_Bonsai",1,514
"1287",19,"con","canon",75,"075_Tisch_Etagentisch",1,380
"1288",19,"con","noncanon",68,"068_Stuhl_Holzstuhl",1,492
"1289",19,"incon","noncanon",100,"100_Besteck_Loeffel",1,487
"1290",19,"incon","canon",27,"027_Kamera_Spiegelreflexkamera",1,538
"1291",19,"incon","noncanon",24,"024_Glas_Trinkglas",1,700
"1292",19,"incon","noncanon",79,"079_Tisch_Schreibtisch",1,788
"1293",19,"incon","canon",74,"074_Telefon_Smartphone",1,358
"1294",19,"con","canon",8,"008_Bildschirm_Desktop",1,620
"1295",19,"incon","canon",108,"108_MP3player",1,577
"1296",19,"incon","canon",70,"070_Stuhl_Schalenstuhl",1,530
"1297",19,"con","noncanon",40,"040_Lampe_Deckenlampe",1,444
"1298",19,"incon","canon",66,"066_Stuhl_Barstuhl",1,542
"1299",19,"con","canon",102,"102_Bett_Kinderbett",1,451
"1300",19,"incon","canon",39,"039_Wasserkocher_moderner_Wasserkocher",1,399
"1301",19,"con","noncanon",77,"077_Tisch_Rundtisch",1,490
"1302",19,"incon","noncanon",50,"050_Nuss_Wallnuss",1,300
"1303",19,"incon","canon",89,"089_Eimer_Muelleimer",1,268
"1304",19,"incon","noncanon",114,"114_Brokkoli",0,579
"1305",19,"con","noncanon",113,"113_Brezel",1,538
"1306",19,"incon","canon",84,"084_Ventilator_Tischventilator",1,395
"1307",19,"con","canon",14,"014_Blume_Sonnenblume",1,356
"1308",19,"con","noncanon",49,"049_Nuss_Pistazie",1,355
"1309",19,"con","canon",38,"038_Toaster_2ScheibenToaster",1,642
"1310",19,"con","noncanon",22,"022_Gitarre_Elektrogitarre",1,460
"1311",19,"con","noncanon",36,"036_Roller",1,458
"1312",19,"con","canon",12,"012_Blume_Orchidee",1,425
"1313",19,"con","noncanon",57,"057_Seife_Kernseife",1,462
"1314",19,"con","canon",21,"021_Gitarre_Akustikgitarre",1,329
"1315",19,"incon","canon",4,"004_Baum_Weide",1,333
"1316",19,"con","canon",37,"037_Mixer_Standmixer",1,660
"1317",19,"incon","noncanon",53,"053_Regal_Wandregal",1,472
"1318",19,"incon","noncanon",69,"069_Stuhl_Rollstuhl",1,409
"1319",19,"incon","noncanon",119,"119_Paprika",1,365
"1320",19,"incon","noncanon",15,"015_Blume_Tulpen",1,805
"1321",2,"con","canon",74,"074_Telefon_Smartphone",1,829
"1322",2,"incon","canon",67,"067_Stuhl_Buerostuhl",1,649
"1323",2,"incon","noncanon",11,"011_Blume_Kaktus",0,589
"1324",2,"con","noncanon",113,"113_Brezel",1,766
"1325",2,"incon","canon",15,"015_Blume_Tulpen",1,559
"1326",2,"con","noncanon",3,"003_Baum_Tanne",0,820
"1327",2,"incon","noncanon",84,"084_Ventilator_Tischventilator",1,620
"1328",2,"con","noncanon",41,"041_Lampe_Schreibtischlampe",1,734
"1329",2,"con","noncanon",112,"112_Wanne_Badewanne",1,614
"1330",2,"incon","noncanon",73,"073_Telefon_Schnurtelefon",0,638
"1331",2,"con","canon",61,"061_Sitzbank_Baumbank",1,966
"1332",2,"con","canon",120,"120_Knoblauch",1,594
"1333",2,"con","canon",101,"101_Becken_Waschbecken",1,585
"1334",2,"incon","noncanon",103,"103_Zahnbuerste",1,456
"1335",2,"con","canon",65,"065_Sofa_Zweiersofa",1,683
"1336",2,"con","canon",100,"100_Besteck_Loeffel",1,556
"1337",2,"con","canon",27,"027_Kamera_Spiegelreflexkamera",1,508
"1338",2,"con","canon",44,"044_Lampe_Tischleuchte",1,397
"1339",2,"con","canon",38,"038_Toaster_2ScheibenToaster",1,533
"1340",2,"con","noncanon",40,"040_Lampe_Deckenlampe",1,528
"1341",2,"incon","noncanon",20,"020_Drucker_Multifunktionsdrucker",1,558
"1342",2,"incon","noncanon",43,"043_Lampe_Strassenlaterne",0,734
"1343",2,"incon","canon",62,"062_Sofa_Dreiersofa",1,580
"1344",2,"incon","canon",32,"032_Kopfhoerer_Earbudohrhoerer",1,449
"1345",2,"incon","canon",7,"007_Bett_Krankenhausbett",1,831
"1346",2,"con","canon",33,"033_Kopfhoerer_Muschelkopfhoerer",1,516
"1347",2,"incon","canon",111,"111_Wagen_Einkaufswagen",1,461
"1348",2,"incon","canon",95,"095_Boot_Kreuzfahrtschiff",1,419
"1349",2,"con","noncanon",25,"025_Glas_Weinglas",0,658
"1350",2,"incon","noncanon",2,"002_Baum_Palme",1,530
"1351",2,"con","canon",54,"054_Schrank_Bueroschrank",1,839
"1352",2,"incon","canon",46,"046_Besteck_Messer",1,626
"1353",2,"incon","noncanon",64,"064_Sofa_Ledersofa",1,748
"1354",2,"con","noncanon",83,"083_Ventilator_Standventilator",1,567
"1355",2,"incon","noncanon",97,"097_Besteck_Gabel",1,434
"1356",2,"con","noncanon",51,"051_Regal_Holzregal",1,605
"1357",2,"incon","noncanon",78,"078_Tisch_Sofatisch",1,569
"1358",2,"incon","noncanon",76,"076_Tisch_Holztisch",1,457
"1359",2,"incon","noncanon",28,"028_Wasserkocher_retroWasserkocher",1,674
"1360",2,"incon","canon",55,"055_Schrank_Kleiderschrank",1,527
"1361",2,"con","noncanon",85,"085_Auto_Pickuptruck",1,759
"1362",2,"con","noncanon",22,"022_Gitarre_Elektrogitarre",1,675
